CustomerID,TransactionDate,Quantity,UnitPrice
CUST00688,2023-01-06,12,38.96
CUST00072,2023-01-07,17,11.24
CUST00935,2023-01-07,2,14.71
CUST00123,2023-01-07,17,8.9
CUST00093,2023-01-07,14,34.85
CUST00293,2023-01-07,14,49.56
CUST00904,2023-01-07,15,27.21
CUST00931,2023-01-07,5,11.86
CUST00190,2023-01-07,2,14.08
CUST00781,2023-01-07,10,25.27
CUST00261,2023-01-07,14,19.05
CUST00132,2023-01-07,14,44.14
CUST00553,2023-01-07,11,6.09
CUST00314,2023-01-07,1,43.08
CUST00221,2023-01-07,1,21.99
CUST00632,2023-01-07,10,27.37
CUST00540,2023-01-07,12,49.6
CUST00509,2023-01-07,7,13.23
CUST00291,2023-01-07,6,7.79
CUST00459,2023-01-07,18,30.45
CUST00043,2023-01-07,3,32.97
CUST00587,2023-01-07,12,16.09
CUST00743,2023-01-07,6,11.34
CUST00650,2023-01-07,5,29.33
CUST00871,2023-01-08,14,43.9
CUST00704,2023-01-08,17,20.51
CUST00399,2023-01-08,5,34.18
CUST00455,2023-01-08,4,33.92
CUST00121,2023-01-08,5,41.46
CUST00673,2023-01-08,2,38.89
CUST00106,2023-01-08,17,41.44
CUST00360,2023-01-08,16,26.06
CUST00141,2023-01-08,19,38.67
CUST00206,2023-01-08,20,39.0
CUST00233,2023-01-08,13,30.56
CUST00763,2023-01-08,17,43.86
CUST00668,2023-01-08,15,35.04
CUST00763,2023-01-08,17,40.98
CUST00066,2023-01-08,4,20.58
CUST00883,2023-01-08,20,25.24
CUST00154,2023-01-08,14,33.08
CUST00967,2023-01-08,2,40.46
CUST00905,2023-01-08,8,29.2
CUST00377,2023-01-08,16,32.8
CUST00579,2023-01-08,5,31.73
CUST00420,2023-01-08,9,28.06
CUST00420,2023-01-08,10,43.57
CUST00501,2023-01-09,10,48.97
CUST00318,2023-01-09,14,14.23
CUST00350,2023-01-09,19,17.36
CUST00148,2023-01-09,3,27.39
CUST00786,2023-01-09,12,26.41
CUST00921,2023-01-09,9,11.5
CUST00585,2023-01-09,8,25.26
CUST00036,2023-01-09,7,20.59
CUST00707,2023-01-09,13,24.75
CUST00561,2023-01-09,2,30.56
CUST00416,2023-01-09,11,20.25
CUST00511,2023-01-09,13,5.6
CUST00881,2023-01-09,15,34.35
CUST00281,2023-01-09,17,37.93
CUST00924,2023-01-09,19,47.75
CUST00292,2023-01-09,12,37.6
CUST00244,2023-01-09,1,34.82
CUST00612,2023-01-09,2,45.26
CUST00669,2023-01-10,17,46.78
CUST00463,2023-01-10,6,19.73
CUST00863,2023-01-10,3,28.24
CUST00103,2023-01-10,13,41.51
CUST00654,2023-01-10,11,47.15
CUST00601,2023-01-10,15,49.6
CUST00830,2023-01-10,17,13.7
CUST00458,2023-01-10,3,43.28
CUST00953,2023-01-10,13,43.43
CUST00420,2023-01-10,3,37.3
CUST00048,2023-01-10,17,33.28
CUST00828,2023-01-10,15,47.09
CUST00483,2023-01-10,13,21.92
CUST00377,2023-01-10,14,47.6
CUST00164,2023-01-10,9,15.89
CUST00206,2023-01-10,17,49.91
CUST00257,2023-01-10,9,15.45
CUST00028,2023-01-10,9,13.18
CUST00190,2023-01-10,17,15.03
CUST00407,2023-01-10,18,19.12
CUST00507,2023-01-10,2,48.23
CUST00691,2023-01-10,10,46.06
CUST00303,2023-01-10,10,19.33
CUST00448,2023-01-11,16,19.76
CUST00826,2023-01-11,9,30.63
CUST00415,2023-01-11,12,6.77
CUST00192,2023-01-11,7,25.55
CUST00305,2023-01-11,20,31.01
CUST00027,2023-01-11,3,23.46
CUST00117,2023-01-11,19,45.48
CUST00701,2023-01-11,3,6.09
CUST00082,2023-01-11,14,9.5
CUST00398,2023-01-11,3,7.02
CUST00278,2023-01-11,14,33.96
CUST00055,2023-01-11,16,15.09
CUST00958,2023-01-11,7,49.42
CUST00394,2023-01-11,19,28.31
CUST00002,2023-01-11,15,9.83
CUST00050,2023-01-11,5,7.61
CUST00514,2023-01-11,10,33.97
CUST00085,2023-01-11,14,44.13
CUST00924,2023-01-11,11,11.17
CUST00352,2023-01-11,1,41.86
CUST00430,2023-01-12,3,24.85
CUST00574,2023-01-12,4,24.41
CUST00805,2023-01-12,17,43.65
CUST00302,2023-01-12,20,38.22
CUST00757,2023-01-12,4,40.57
CUST00153,2023-01-12,1,26.84
CUST00007,2023-01-12,7,27.35
CUST00105,2023-01-12,20,47.04
CUST00552,2023-01-12,19,32.39
CUST00839,2023-01-12,15,29.14
CUST00034,2023-01-12,16,30.06
CUST00255,2023-01-12,4,20.27
CUST00072,2023-01-12,2,20.34
CUST00395,2023-01-12,1,29.77
CUST00807,2023-01-12,5,35.83
CUST00832,2023-01-12,4,5.13
CUST00949,2023-01-12,20,15.84
CUST00674,2023-01-12,9,15.01
CUST00750,2023-01-12,18,30.86
CUST00257,2023-01-12,8,27.45
CUST00551,2023-01-12,3,35.42
CUST00492,2023-01-12,7,10.96
CUST00998,2023-01-12,15,22.18
CUST00771,2023-01-12,17,12.01
CUST00414,2023-01-12,11,16.81
CUST00125,2023-01-12,6,11.4
CUST00784,2023-01-12,14,6.04
CUST00739,2023-01-12,19,9.89
CUST00202,2023-01-13,9,10.99
CUST00062,2023-01-13,7,39.9
CUST00260,2023-01-13,6,35.39
CUST00167,2023-01-13,7,25.67
CUST00439,2023-01-13,16,32.22
CUST00344,2023-01-13,6,17.53
CUST00970,2023-01-13,19,5.56
CUST00278,2023-01-13,7,37.24
CUST00610,2023-01-13,3,11.68
CUST00879,2023-01-13,6,43.7
CUST00071,2023-01-13,18,30.93
CUST00495,2023-01-13,9,29.64
CUST00396,2023-01-13,11,16.15
CUST00908,2023-01-13,2,46.94
CUST00462,2023-01-13,7,38.64
CUST00310,2023-01-13,18,47.31
CUST00747,2023-01-13,11,25.18
CUST00325,2023-01-13,6,34.48
CUST00552,2023-01-13,18,17.61
CUST00194,2023-01-13,11,46.28
CUST00467,2023-01-13,15,39.86
CUST00467,2023-01-13,9,17.01
CUST00257,2023-01-13,20,42.21
CUST00743,2023-01-13,17,44.9
CUST00938,2023-01-13,3,28.04
CUST00320,2023-01-13,16,13.26
CUST00006,2023-01-13,15,49.31
CUST00026,2023-01-13,10,24.09
CUST00060,2023-01-13,9,17.24
CUST00941,2023-01-13,16,26.64
CUST00196,2023-01-13,3,49.98
CUST00096,2023-01-14,10,27.99
CUST00862,2023-01-14,14,36.56
CUST00047,2023-01-14,6,32.08
CUST00957,2023-01-14,6,49.29
CUST00958,2023-01-14,6,16.26
CUST00817,2023-01-14,4,44.5
CUST00514,2023-01-14,14,44.26
CUST00500,2023-01-14,6,28.46
CUST00848,2023-01-14,13,47.76
CUST00120,2023-01-14,16,44.1
CUST00907,2023-01-14,17,10.07
CUST00274,2023-01-14,2,22.72
CUST00359,2023-01-15,17,5.51
CUST00298,2023-01-15,11,9.13
CUST00644,2023-01-15,14,21.67
CUST00917,2023-01-15,2,40.27
CUST00984,2023-01-15,1,44.48
CUST00912,2023-01-15,6,7.47
CUST00801,2023-01-15,7,25.68
CUST00861,2023-01-15,18,6.36
CUST00279,2023-01-15,17,11.25
CUST00875,2023-01-15,20,7.92
CUST00606,2023-01-15,6,33.27
CUST00067,2023-01-15,6,8.43
CUST00983,2023-01-15,11,48.7
CUST00291,2023-01-15,2,35.98
CUST00892,2023-01-15,20,42.07
CUST00218,2023-01-15,14,12.76
CUST00531,2023-01-15,10,28.47
CUST00698,2023-01-15,8,48.94
CUST00438,2023-01-15,8,47.21
CUST00509,2023-01-15,19,29.2
CUST00421,2023-01-15,17,18.89
CUST00388,2023-01-15,17,28.54
CUST00151,2023-01-15,4,33.93
CUST00589,2023-01-15,16,15.38
CUST00909,2023-01-15,7,32.81
CUST00796,2023-01-15,2,32.6
CUST00824,2023-01-16,10,12.59
CUST00837,2023-01-16,3,20.08
CUST00557,2023-01-16,14,36.93
CUST00832,2023-01-16,18,34.06
CUST00893,2023-01-16,15,47.01
CUST00153,2023-01-16,17,31.94
CUST00885,2023-01-16,1,8.19
CUST00275,2023-01-16,10,14.44
CUST00417,2023-01-16,20,45.95
CUST00260,2023-01-16,11,18.5
CUST00790,2023-01-16,2,6.83
CUST00969,2023-01-16,10,7.01
CUST00172,2023-01-16,13,25.77
CUST00941,2023-01-16,14,6.54
CUST00012,2023-01-16,4,29.63
CUST00384,2023-01-16,10,18.98
CUST00430,2023-01-16,5,30.14
CUST00690,2023-01-16,14,14.6
CUST00820,2023-01-16,20,36.41
CUST00700,2023-01-16,17,12.29
CUST00515,2023-01-16,1,38.52
CUST00362,2023-01-16,9,10.58
CUST00312,2023-01-16,16,25.51
CUST00301,2023-01-16,3,27.34
CUST00944,2023-01-16,7,25.91
CUST00904,2023-01-16,8,49.64
CUST00199,2023-01-16,6,48.0
CUST00733,2023-01-16,2,46.56
CUST00560,2023-01-16,18,18.4
CUST00403,2023-01-16,7,46.43
CUST00584,2023-01-16,20,31.86
CUST00471,2023-01-16,8,12.54
CUST00427,2023-01-16,11,20.28
CUST00910,2023-01-17,8,24.36
CUST00535,2023-01-17,1,10.04
CUST00004,2023-01-17,7,35.91
CUST00838,2023-01-17,3,9.39
CUST00408,2023-01-17,9,38.79
CUST00630,2023-01-17,14,39.8
CUST00597,2023-01-17,10,7.68
CUST00108,2023-01-17,11,29.61
CUST00644,2023-01-17,6,12.05
CUST00268,2023-01-17,20,39.78
CUST00441,2023-01-17,18,49.21
CUST00707,2023-01-17,4,40.85
CUST00188,2023-01-18,15,34.41
CUST00310,2023-01-18,4,39.22
CUST00606,2023-01-18,6,26.64
CUST00092,2023-01-18,7,35.61
CUST00151,2023-01-18,13,19.41
CUST00372,2023-01-18,17,28.64
CUST00628,2023-01-18,1,23.03
CUST00562,2023-01-18,4,9.12
CUST00949,2023-01-18,14,26.25
CUST00082,2023-01-18,5,32.59
CUST00674,2023-01-18,1,35.99
CUST00130,2023-01-18,12,19.47
CUST00983,2023-01-18,17,46.41
CUST00170,2023-01-18,19,41.89
CUST00366,2023-01-18,15,13.34
CUST00151,2023-01-18,12,12.04
CUST00838,2023-01-18,19,26.6
CUST00210,2023-01-18,2,38.41
CUST00636,2023-01-18,19,33.13
CUST00611,2023-01-18,20,29.27
CUST00921,2023-01-18,5,42.35
CUST00586,2023-01-18,12,35.93
CUST00915,2023-01-19,15,29.6
CUST00513,2023-01-19,10,34.78
CUST00142,2023-01-19,12,5.32
CUST00724,2023-01-19,20,10.92
CUST00809,2023-01-19,20,11.75
CUST00987,2023-01-19,11,16.68
CUST00384,2023-01-19,18,26.15
CUST00612,2023-01-19,20,44.74
CUST00657,2023-01-19,17,19.25
CUST00478,2023-01-19,12,36.93
CUST00868,2023-01-19,14,8.16
CUST00385,2023-01-19,9,26.56
CUST00012,2023-01-19,14,47.03
CUST00298,2023-01-19,19,47.6
CUST00350,2023-01-19,4,29.12
CUST00232,2023-01-19,5,36.21
CUST00129,2023-01-19,20,33.91
CUST00307,2023-01-19,11,49.02
CUST00388,2023-01-19,4,43.47
CUST00108,2023-01-19,19,31.54
CUST00989,2023-01-19,8,28.52
CUST00808,2023-01-20,19,10.01
CUST00175,2023-01-20,14,6.8
CUST00401,2023-01-20,10,49.91
CUST00963,2023-01-20,2,11.93
CUST00405,2023-01-20,14,14.1
CUST00353,2023-01-20,9,41.35
CUST00993,2023-01-20,19,34.04
CUST00908,2023-01-20,12,9.47
CUST00445,2023-01-20,5,10.3
CUST00123,2023-01-20,5,6.94
CUST00886,2023-01-20,1,48.24
CUST00807,2023-01-20,5,7.36
CUST00470,2023-01-20,19,30.31
CUST00914,2023-01-20,7,43.02
CUST00031,2023-01-20,2,37.11
CUST00276,2023-01-20,12,33.54
CUST00205,2023-01-20,16,44.02
CUST00452,2023-01-20,12,16.87
CUST00674,2023-01-20,12,17.95
CUST00447,2023-01-20,17,48.89
CUST00883,2023-01-20,18,32.3
CUST00777,2023-01-20,1,35.82
CUST00161,2023-01-20,3,14.1
CUST00147,2023-01-20,3,42.78
CUST00471,2023-01-20,7,10.83
CUST00407,2023-01-20,19,35.09
CUST00836,2023-01-20,18,24.42
CUST00053,2023-01-20,18,24.97
CUST00642,2023-01-21,7,41.46
CUST00268,2023-01-21,17,49.23
CUST00087,2023-01-21,3,13.01
CUST00083,2023-01-21,3,39.93
CUST00049,2023-01-21,3,17.24
CUST00864,2023-01-21,3,28.71
CUST00185,2023-01-21,1,36.85
CUST00505,2023-01-21,14,36.32
CUST00063,2023-01-21,1,48.86
CUST00856,2023-01-21,7,15.88
CUST00020,2023-01-21,18,22.38
CUST00728,2023-01-21,8,35.55
CUST00926,2023-01-21,15,16.02
CUST00197,2023-01-21,1,19.17
CUST00601,2023-01-21,13,8.85
CUST00201,2023-01-21,1,18.01
CUST00167,2023-01-21,5,13.93
CUST00361,2023-01-21,11,47.16
CUST00965,2023-01-22,12,46.48
CUST00264,2023-01-22,3,44.12
CUST00594,2023-01-22,10,33.67
CUST00713,2023-01-22,14,16.93
CUST00642,2023-01-22,13,48.25
CUST00559,2023-01-22,11,23.87
CUST00091,2023-01-22,8,33.07
CUST00958,2023-01-22,17,37.19
CUST00232,2023-01-22,16,42.05
CUST00635,2023-01-22,16,48.81
CUST00717,2023-01-22,4,48.97
CUST00542,2023-01-22,20,29.85
CUST00157,2023-01-22,13,22.66
CUST00805,2023-01-22,13,14.55
CUST00267,2023-01-22,13,14.08
CUST00605,2023-01-22,18,36.73
CUST00838,2023-01-22,6,37.8
CUST00463,2023-01-22,3,25.41
CUST00056,2023-01-22,12,40.73
CUST00536,2023-01-22,20,44.2
CUST00486,2023-01-22,1,21.0
CUST00536,2023-01-23,15,20.72
CUST00458,2023-01-23,1,30.1
CUST00861,2023-01-23,11,36.88
CUST00181,2023-01-23,19,24.55
CUST00459,2023-01-23,10,24.01
CUST00942,2023-01-23,10,19.27
CUST00743,2023-01-23,12,16.95
CUST00674,2023-01-23,5,38.05
CUST00112,2023-01-23,18,17.45
CUST00664,2023-01-23,14,22.39
CUST00044,2023-01-23,5,6.61
CUST00778,2023-01-23,1,40.1
CUST00764,2023-01-23,2,42.27
CUST00988,2023-01-23,7,43.95
CUST00417,2023-01-23,12,30.4
CUST00919,2023-01-23,13,34.97
CUST00435,2023-01-23,19,37.88
CUST00712,2023-01-23,16,42.1
CUST00952,2023-01-23,4,7.25
CUST00286,2023-01-23,17,30.77
CUST00249,2023-01-24,18,22.3
CUST00462,2023-01-24,16,19.68
CUST00818,2023-01-24,1,40.66
CUST00844,2023-01-24,7,42.41
CUST00453,2023-01-24,19,33.79
CUST00711,2023-01-24,2,7.7
CUST00925,2023-01-24,1,30.06
CUST00616,2023-01-24,15,43.51
CUST00432,2023-01-24,6,7.53
CUST00067,2023-01-24,10,42.94
CUST00074,2023-01-24,8,27.56
CUST00694,2023-01-24,6,38.01
CUST00957,2023-01-25,5,18.19
CUST00087,2023-01-25,7,45.65
CUST00430,2023-01-25,12,17.99
CUST00654,2023-01-25,7,19.71
CUST00594,2023-01-25,7,45.82
CUST00812,2023-01-25,16,43.95
CUST00290,2023-01-25,13,11.67
CUST00236,2023-01-25,17,48.49
CUST00813,2023-01-25,5,42.86
CUST00243,2023-01-25,19,31.67
CUST00844,2023-01-25,2,33.91
CUST00474,2023-01-25,10,5.23
CUST00681,2023-01-25,13,19.41
CUST00583,2023-01-25,8,27.32
CUST00626,2023-01-25,11,10.99
CUST00658,2023-01-25,8,16.53
CUST00340,2023-01-25,11,21.16
CUST00555,2023-01-25,19,23.56
CUST00405,2023-01-25,14,15.89
CUST00744,2023-01-25,18,15.43
CUST00112,2023-01-25,7,34.21
CUST00306,2023-01-26,13,33.2
CUST00770,2023-01-26,10,38.89
CUST00341,2023-01-26,5,45.8
CUST00052,2023-01-26,6,17.52
CUST00584,2023-01-26,3,6.38
CUST00130,2023-01-26,5,7.12
CUST00984,2023-01-26,17,28.15
CUST00034,2023-01-26,19,30.15
CUST00673,2023-01-26,4,8.11
CUST00023,2023-01-26,16,45.59
CUST00808,2023-01-26,17,15.22
CUST00893,2023-01-26,10,41.33
CUST00467,2023-01-26,14,31.7
CUST00941,2023-01-26,17,26.85
CUST00425,2023-01-26,5,23.46
CUST00984,2023-01-26,5,27.15
CUST00155,2023-01-26,6,20.92
CUST00858,2023-01-26,4,15.07
CUST00887,2023-01-26,2,23.58
CUST00044,2023-01-26,3,46.63
CUST00245,2023-01-26,8,9.09
CUST00971,2023-01-26,2,32.48
CUST00465,2023-01-26,16,8.91
CUST00993,2023-01-26,2,28.46
CUST00948,2023-01-27,17,36.76
CUST00626,2023-01-27,4,25.14
CUST00908,2023-01-27,4,28.34
CUST00863,2023-01-27,8,11.58
CUST00916,2023-01-27,14,30.72
CUST00476,2023-01-27,4,37.59
CUST00791,2023-01-27,18,8.93
CUST00577,2023-01-27,17,31.88
CUST00267,2023-01-27,17,24.83
CUST00504,2023-01-27,4,16.43
CUST00547,2023-01-27,4,47.39
CUST00814,2023-01-27,13,8.74
CUST00798,2023-01-27,2,47.5
CUST00900,2023-01-27,1,48.67
CUST00088,2023-01-27,13,6.09
CUST00986,2023-01-27,5,21.93
CUST00628,2023-01-27,1,34.69
CUST00522,2023-01-27,2,13.62
CUST00511,2023-01-27,14,14.78
CUST00689,2023-01-27,12,45.73
CUST00222,2023-01-28,8,20.09
CUST00659,2023-01-28,14,10.43
CUST00669,2023-01-28,19,20.07
CUST00941,2023-01-28,16,23.29
CUST00782,2023-01-28,6,37.23
CUST00203,2023-01-28,13,24.6
CUST00167,2023-01-28,3,46.06
CUST00059,2023-01-28,15,21.58
CUST00659,2023-01-28,9,41.08
CUST00329,2023-01-28,11,47.55
CUST00210,2023-01-28,11,26.78
CUST00892,2023-01-28,1,8.04
CUST00793,2023-01-28,13,16.57
CUST00605,2023-01-28,15,33.36
CUST00034,2023-01-28,14,37.19
CUST00744,2023-01-28,13,36.79
CUST00692,2023-01-28,14,39.95
CUST00664,2023-01-28,11,23.96
CUST00610,2023-01-28,14,6.08
CUST00824,2023-01-28,6,19.79
CUST00713,2023-01-28,15,47.3
CUST00819,2023-01-28,20,16.46
CUST00134,2023-01-28,9,31.17
CUST00260,2023-01-28,8,31.86
CUST00573,2023-01-29,8,25.97
CUST00499,2023-01-29,17,48.08
CUST00328,2023-01-29,9,29.76
CUST00121,2023-01-29,5,47.35
CUST00180,2023-01-29,10,45.17
CUST00924,2023-01-29,17,28.65
CUST00773,2023-01-29,13,42.77
CUST00137,2023-01-29,11,19.47
CUST00028,2023-01-29,3,20.46
CUST00693,2023-01-29,7,16.57
CUST00275,2023-01-29,17,20.51
CUST00031,2023-01-29,10,45.52
CUST00280,2023-01-29,8,44.91
CUST00558,2023-01-29,20,21.36
CUST00802,2023-01-29,8,28.68
CUST00282,2023-01-29,14,24.37
CUST00706,2023-01-29,8,42.62
CUST00587,2023-01-29,14,5.23
CUST00585,2023-01-29,14,49.29
CUST00863,2023-01-29,3,35.56
CUST00750,2023-01-30,7,43.17
CUST00333,2023-01-30,11,19.17
CUST00352,2023-01-30,18,7.55
CUST00173,2023-01-30,13,40.9
CUST00999,2023-01-30,7,18.95
CUST00370,2023-01-30,13,38.87
CUST00413,2023-01-30,2,22.35
CUST00990,2023-01-30,10,36.94
CUST00271,2023-01-30,18,32.36
CUST00648,2023-01-30,14,13.02
CUST00866,2023-01-30,15,7.92
CUST00507,2023-01-30,5,49.95
CUST00306,2023-01-30,9,11.86
CUST00980,2023-01-30,8,35.95
CUST00121,2023-01-30,10,15.58
CUST00145,2023-01-30,4,10.48
CUST00219,2023-01-30,12,42.91
CUST00224,2023-01-30,19,11.8
CUST00057,2023-01-30,5,35.07
CUST00525,2023-01-30,17,10.08
CUST00656,2023-01-31,5,22.31
CUST00174,2023-01-31,1,47.89
CUST00068,2023-01-31,16,32.14
CUST00510,2023-01-31,6,40.9
CUST00366,2023-01-31,16,21.21
CUST00578,2023-01-31,4,34.95
CUST00748,2023-01-31,9,44.89
CUST00893,2023-01-31,13,17.81
CUST00082,2023-01-31,19,22.42
CUST00701,2023-01-31,13,30.19
CUST00107,2023-01-31,4,35.21
CUST00266,2023-01-31,5,37.33
CUST00443,2023-01-31,19,38.31
CUST00929,2023-01-31,18,27.83
CUST00181,2023-01-31,7,47.69
CUST00056,2023-01-31,9,6.75
CUST00737,2023-01-31,11,11.1
CUST00612,2023-01-31,1,39.89
CUST00262,2023-01-31,7,41.79
CUST00190,2023-01-31,17,22.18
CUST00070,2023-01-31,12,43.33
CUST00098,2023-01-31,18,30.84
CUST00617,2023-01-31,6,31.48
CUST00202,2023-02-01,9,36.26
CUST00859,2023-02-01,10,44.84
CUST00324,2023-02-01,7,17.84
CUST00652,2023-02-01,15,13.38
CUST00958,2023-02-01,11,33.44
CUST00982,2023-02-01,6,22.63
CUST00290,2023-02-01,13,5.95
CUST00172,2023-02-01,3,28.84
CUST00221,2023-02-01,12,43.59
CUST00118,2023-02-01,19,42.76
CUST00652,2023-02-01,11,9.45
CUST00957,2023-02-01,8,10.29
CUST00780,2023-02-01,13,49.74
CUST00564,2023-02-01,13,27.14
CUST00241,2023-02-01,15,30.24
CUST00784,2023-02-01,19,28.22
CUST00048,2023-02-01,11,35.0
CUST00738,2023-02-01,13,12.84
CUST00845,2023-02-01,4,40.37
CUST00676,2023-02-02,14,38.89
CUST00447,2023-02-02,4,30.06
CUST00424,2023-02-02,10,10.05
CUST00375,2023-02-02,2,18.51
CUST00473,2023-02-02,13,42.6
CUST00596,2023-02-02,7,5.88
CUST00974,2023-02-02,15,49.93
CUST00401,2023-02-02,2,24.5
CUST00911,2023-02-02,6,5.04
CUST00077,2023-02-02,20,43.71
CUST00242,2023-02-02,11,25.81
CUST00525,2023-02-02,18,10.36
CUST00769,2023-02-02,16,25.76
CUST00041,2023-02-03,10,41.8
CUST00803,2023-02-03,10,7.59
CUST00280,2023-02-03,16,48.13
CUST00437,2023-02-03,7,7.19
CUST00355,2023-02-03,18,5.5
CUST00226,2023-02-03,6,6.81
CUST00481,2023-02-03,10,45.0
CUST00558,2023-02-03,10,44.9
CUST00802,2023-02-03,15,6.78
CUST00186,2023-02-03,16,36.98
CUST00601,2023-02-03,14,10.88
CUST00869,2023-02-03,7,23.77
CUST00682,2023-02-03,7,29.59
CUST00689,2023-02-03,19,13.13
CUST00334,2023-02-03,6,18.24
CUST00723,2023-02-03,4,24.14
CUST00960,2023-02-03,4,20.07
CUST00575,2023-02-04,11,40.14
CUST00159,2023-02-04,3,11.76
CUST00863,2023-02-04,7,27.03
CUST00330,2023-02-04,4,36.11
CUST00701,2023-02-04,13,31.11
CUST00739,2023-02-04,12,30.16
CUST00578,2023-02-04,5,18.98
